longitude,latitude,altitude,time,tau_cirrus,tau_contrail,rf_sw,rf_lw,width,depth,segment_length,n_ice_per_m,r_ice_vol,location
13.199,-8.417,40407.0,2024-11-10 17:50:00,0.0841,0.0962,0.0,7.137,7202.0,432.0,7778.0,2443000000000.0,6.973e-06,Luanda_Angola
13.145,-8.42,40335.0,2024-11-10 18:00:00,0.0724,0.0828,0.0,6.417,7935.0,459.0,8061.0,2314000000000.0,6.994e-06,Luanda_Angola
13.091,-8.423,40249.0,2024-11-10 18:10:00,0.0621,0.0621,0.0,4.908,8650.0,485.0,8369.0,2194000000000.0,6.613e-06,Luanda_Angola
13.036,-8.426,40161.0,2024-11-10 18:20:00,0.0511,0.0399,0.0,3.07,9327.0,510.0,8644.0,2101000000000.0,5.674e-06,Luanda_Angola
12.982,-8.429,40075.0,2024-11-10 18:30:00,0.0393,0.0113,0.0,0.61,9384.0,531.0,0.0,2088000000000.0,3.042e-06,Luanda_Angola
13.733,-8.357,40860.0,2024-11-10 16:20:00,0.2066,0.1613,-8.367,5.411,524.0,153.0,5484.0,2951000000000.0,2.225e-06,Luanda_Angola
13.682,-8.364,40886.0,2024-11-10 16:30:00,0.1875,0.0915,-4.579,3.954,1329.0,193.0,5571.0,2802000000000.0,2.904e-06,Luanda_Angola
13.631,-8.371,40915.0,2024-11-10 16:40:00,0.1698,0.0896,-6.614,4.414,2144.0,228.0,5659.0,2696000000000.0,3.558e-06,Luanda_Angola
13.58,-8.377,40945.0,2024-11-10 16:50:00,0.154,0.0932,-11.583,5.078,2979.0,258.0,5751.0,2605000000000.0,4.197e-06,Luanda_Angola
13.528,-8.383,40971.0,2024-11-10 17:00:00,0.1401,0.0858,0.0,5.106,3843.0,287.0,5848.0,2516000000000.0,4.842e-06,Luanda_Angola
13.476,-8.388,40994.0,2024-11-10 17:10:00,0.1217,0.0824,0.0,5.229,4748.0,315.0,5949.0,2429000000000.0,5.445e-06,Luanda_Angola
13.424,-8.394,40997.0,2024-11-10 17:20:00,0.1054,0.0858,0.0,5.689,5655.0,343.0,6042.0,2348000000000.0,5.917e-06,Luanda_Angola
13.373,-8.399,40984.0,2024-11-10 17:30:00,0.0906,0.0756,0.0,5.172,6556.0,370.0,6130.0,2273000000000.0,6.235e-06,Luanda_Angola
13.321,-8.404,40945.0,2024-11-10 17:40:00,0.0771,0.065,0.0,4.657,7468.0,397.0,6217.0,2205000000000.0,6.362e-06,Luanda_Angola
13.269,-8.408,40889.0,2024-11-10 17:50:00,0.0644,0.0555,0.0,4.095,8430.0,424.0,6302.0,2144000000000.0,6.234e-06,Luanda_Angola
13.217,-8.413,40817.0,2024-11-10 18:00:00,0.0534,0.0418,0.0,3.095,9501.0,448.0,6387.0,2093000000000.0,5.776e-06,Luanda_Angola
13.166,-8.417,40725.0,2024-11-10 18:10:00,0.0462,0.0214,0.0,1.432,10674.0,471.0,6475.0,2048000000000.0,4.502e-06,Luanda_Angola
13.774,-8.329,40853.0,2024-11-10 16:20:00,0.2149,0.1802,-9.127,5.628,349.0,137.0,5431.0,3147000000000.0,2.013e-06,Luanda_Angola
13.724,-8.336,40879.0,2024-11-10 16:30:00,0.1945,0.105,-5.06,4.262,1131.0,181.0,5521.0,2963000000000.0,2.641e-06,Luanda_Angola
13.674,-8.342,40909.0,2024-11-10 16:40:00,0.177,0.0972,-6.944,4.558,1940.0,217.0,5610.0,2848000000000.0,3.283e-06,Luanda_Angola
13.623,-8.348,40938.0,2024-11-10 16:50:00,0.1611,0.0825,-10.34,4.32,2764.0,248.0,5702.0,2750000000000.0,3.903e-06,Luanda_Angola
13.573,-8.354,40965.0,2024-11-10 17:00:00,0.1469,0.0821,0.0,4.7,3610.0,277.0,5800.0,2657000000000.0,4.523e-06,Luanda_Angola
13.521,-8.359,40991.0,2024-11-10 17:10:00,0.128,0.0889,0.0,5.439,4488.0,305.0,5903.0,2566000000000.0,5.102e-06,Luanda_Angola
13.47,-8.364,40997.0,2024-11-10 17:20:00,0.111,0.0768,0.0,4.949,5376.0,332.0,6000.0,2481000000000.0,5.561e-06,Luanda_Angola
13.419,-8.369,40984.0,2024-11-10 17:30:00,0.0957,0.0774,0.0,5.142,6266.0,359.0,6091.0,2403000000000.0,5.872e-06,Luanda_Angola
13.368,-8.373,40951.0,2024-11-10 17:40:00,0.0816,0.0692,0.0,4.805,7161.0,386.0,6178.0,2333000000000.0,5.985e-06,Luanda_Angola
13.317,-8.377,40899.0,2024-11-10 17:50:00,0.0683,0.0558,0.0,3.979,8094.0,411.0,6263.0,2271000000000.0,5.846e-06,Luanda_Angola
13.266,-8.381,40830.0,2024-11-10 18:00:00,0.056,0.039,0.0,2.782,9114.0,435.0,6346.0,2219000000000.0,5.382e-06,Luanda_Angola
13.215,-8.385,40741.0,2024-11-10 18:10:00,0.0483,0.0207,0.0,1.298,10257.0,457.0,6431.0,2174000000000.0,4.073e-06,Luanda_Angola
13.815,-8.302,40843.0,2024-11-10 16:20:00,0.2239,0.4733,-16.728,12.403,171.0,119.0,0.0,4597000000000.0,1.676e-06,Luanda_Angola
13.766,-8.308,40873.0,2024-11-10 16:30:00,0.2016,0.1135,-5.328,3.868,832.0,169.0,5466.0,4247000000000.0,2.084e-06,Luanda_Angola
13.716,-8.314,40902.0,2024-11-10 16:40:00,0.1835,0.0998,-7.012,4.022,1636.0,206.0,5558.0,4075000000000.0,2.641e-06,Luanda_Angola
13.666,-8.319,40932.0,2024-11-10 16:50:00,0.1676,0.0976,-10.84,4.464,2465.0,238.0,5652.0,3933000000000.0,3.195e-06,Luanda_Angola
13.616,-8.324,40961.0,2024-11-10 17:00:00,0.1532,0.0843,0.0,4.279,3309.0,266.0,5749.0,3805000000000.0,3.737e-06,Luanda_Angola
13.566,-8.329,40991.0,2024-11-10 17:10:00,0.134,0.0953,0.0,5.223,4177.0,293.0,5851.0,3683000000000.0,4.231e-06,Luanda_Angola
13.515,-8.334,41001.0,2024-11-10 17:20:00,0.1162,0.0805,0.0,4.697,5046.0,319.0,5947.0,3569000000000.0,4.623e-06,Luanda_Angola
13.465,-8.338,40991.0,2024-11-10 17:30:00,0.1001,0.0801,0.0,4.856,5928.0,344.0,6036.0,3465000000000.0,4.896e-06,Luanda_Angola
13.414,-8.342,40965.0,2024-11-10 17:40:00,0.0854,0.073,0.0,4.628,6817.0,369.0,6118.0,3372000000000.0,4.998e-06,Luanda_Angola
13.364,-8.346,40922.0,2024-11-10 17:50:00,0.0715,0.0578,0.0,3.747,7724.0,392.0,6200.0,3290000000000.0,4.885e-06,Luanda_Angola
13.314,-8.349,40860.0,2024-11-10 18:00:00,0.0582,0.0412,0.0,2.631,8693.0,414.0,6280.0,3218000000000.0,4.478e-06,Luanda_Angola
13.264,-8.352,40778.0,2024-11-10 18:10:00,0.0496,0.0223,0.0,1.222,9787.0,433.0,6357.0,3158000000000.0,3.358e-06,Luanda_Angola
13.807,-8.28,40863.0,2024-11-10 16:30:00,0.2096,0.1069,-5.01,3.605,570.0,155.0,5403.0,2971000000000.0,2.032e-06,Luanda_Angola
13.758,-8.286,40892.0,2024-11-10 16:40:00,0.1897,0.0828,-6.033,3.354,1368.0,194.0,5496.0,2831000000000.0,2.613e-06,Luanda_Angola
13.709,-8.291,40922.0,2024-11-10 16:50:00,0.1737,0.0808,-9.343,3.789,2204.0,227.0,5590.0,2730000000000.0,3.263e-06,Luanda_Angola
13.66,-8.295,40951.0,2024-11-10 17:00:00,0.1594,0.0707,0.0,3.708,3056.0,257.0,5689.0,2640000000000.0,3.889e-06,Luanda_Angola
13.61,-8.3,40978.0,2024-11-10 17:10:00,0.1403,0.0724,0.0,4.115,3925.0,285.0,5792.0,2553000000000.0,4.443e-06,Luanda_Angola
13.56,-8.304,40988.0,2024-11-10 17:20:00,0.1224,0.0685,0.0,4.12,4790.0,312.0,5888.0,2474000000000.0,4.857e-06,Luanda_Angola
13.51,-8.307,40981.0,2024-11-10 17:30:00,0.1055,0.0667,0.0,4.153,5662.0,337.0,5980.0,2402000000000.0,5.135e-06,Luanda_Angola
13.46,-8.311,40955.0,2024-11-10 17:40:00,0.0901,0.057,0.0,3.702,6561.0,362.0,6066.0,2339000000000.0,5.229e-06,Luanda_Angola
13.41,-8.314,40912.0,2024-11-10 17:50:00,0.0758,0.0466,0.0,3.075,7484.0,386.0,6147.0,2283000000000.0,5.057e-06,Luanda_Angola
13.36,-8.317,40850.0,2024-11-10 18:00:00,0.0619,0.0294,0.0,1.879,8460.0,409.0,6227.0,2235000000000.0,4.493e-06,Luanda_Angola
13.311,-8.32,40774.0,2024-11-10 18:10:00,0.0528,0.0092,0.0,0.426,9540.0,428.0,6306.0,2195000000000.0,2.682e-06,Luanda_Angola
13.847,-8.253,40856.0,2024-11-10 16:30:00,0.2171,0.1428,-6.166,4.431,394.0,140.0,5359.0,3156000000000.0,1.822e-06,Luanda_Angola
13.799,-8.258,40886.0,2024-11-10 16:40:00,0.1969,0.0662,-5.022,2.342,1166.0,182.0,5466.0,2984000000000.0,2.17e-06,Luanda_Angola
13.751,-8.262,40915.0,2024-11-10 16:50:00,0.1791,0.0587,-7.379,2.469,1975.0,217.0,5572.0,2871000000000.0,2.766e-06,Luanda_Angola
13.702,-8.266,40945.0,2024-11-10 17:00:00,0.165,0.0691,0.0,3.333,2830.0,246.0,5680.0,2776000000000.0,3.415e-06,Luanda_Angola
13.653,-8.27,40971.0,2024-11-10 17:10:00,0.1459,0.0627,0.0,3.318,3700.0,274.0,5792.0,2685000000000.0,3.946e-06,Luanda_Angola
13.604,-8.274,40984.0,2024-11-10 17:20:00,0.1278,0.0629,0.0,3.51,4561.0,300.0,5897.0,2603000000000.0,4.298e-06,Luanda_Angola
13.555,-8.277,40978.0,2024-11-10 17:30:00,0.1106,0.0519,0.0,2.997,5426.0,326.0,5993.0,2531000000000.0,4.491e-06,Luanda_Angola
13.505,-8.28,40958.0,2024-11-10 17:40:00,0.0941,0.0436,0.0,2.618,6311.0,349.0,6081.0,2469000000000.0,4.522e-06,Luanda_Angola
13.456,-8.282,40922.0,2024-11-10 17:50:00,0.0791,0.0369,0.0,2.215,7241.0,372.0,6161.0,2416000000000.0,4.312e-06,Luanda_Angola
13.407,-8.285,40866.0,2024-11-10 18:00:00,0.0646,0.0206,0.0,1.139,8211.0,393.0,6241.0,2369000000000.0,3.619e-06,Luanda_Angola
13.888,-8.226,40846.0,2024-11-10 16:30:00,0.2252,0.2665,-9.034,7.829,225.0,123.0,5293.0,3377000000000.0,1.728e-06,Luanda_Angola
13.84,-8.23,40879.0,2024-11-10 16:40:00,0.2041,0.0589,-4.505,1.854,960.0,169.0,5400.0,3145000000000.0,1.872e-06,Luanda_Angola
13.792,-8.233,40912.0,2024-11-10 16:50:00,0.1855,0.055,-6.758,2.0,1730.0,205.0,5508.0,3021000000000.0,2.283e-06,Luanda_Angola
13.744,-8.237,40942.0,2024-11-10 17:00:00,0.1698,0.0495,0.0,2.138,2546.0,236.0,5621.0,2920000000000.0,2.9e-06,Luanda_Angola
13.696,-8.24,40968.0,2024-11-10 17:10:00,0.1508,0.0584,0.0,2.805,3413.0,263.0,5736.0,2826000000000.0,3.419e-06,Luanda_Angola
13.647,-8.242,40981.0,2024-11-10 17:20:00,0.1327,0.0465,0.0,2.355,4264.0,289.0,5852.0,2739000000000.0,3.703e-06,Luanda_Angola
13.599,-8.245,40981.0,2024-11-10 17:30:00,0.1153,0.04,0.0,2.071,5115.0,313.0,5960.0,2664000000000.0,3.815e-06,Luanda_Angola
13.55,-8.247,40965.0,2024-11-10 17:40:00,0.0986,0.0321,0.0,1.698,5978.0,336.0,6062.0,2598000000000.0,3.751e-06,Luanda_Angola
13.501,-8.249,40932.0,2024-11-10 17:50:00,0.0822,0.0261,0.0,1.346,6876.0,357.0,6157.0,2541000000000.0,3.43e-06,Luanda_Angola
13.452,-8.251,40886.0,2024-11-10 18:00:00,0.0672,0.0115,0.0,0.465,7845.0,377.0,6243.0,2493000000000.0,2.387e-06,Luanda_Angola
13.927,-8.199,40840.0,2024-11-10 16:30:00,0.2327,0.9891,-13.482,24.319,77.0,103.0,0.0,4811000000000.0,1.531e-06,Luanda_Angola
13.88,-8.203,40873.0,2024-11-10 16:40:00,0.2108,0.0977,-6.533,2.827,613.0,156.0,5333.0,3381000000000.0,1.697e-06,Luanda_Angola
13.833,-8.205,40906.0,2024-11-10 16:50:00,0.1915,0.0426,-5.404,1.328,1371.0,193.0,5439.0,3232000000000.0,1.889e-06,Luanda_Angola
13.786,-8.207,40935.0,2024-11-10 17:00:00,0.1745,0.0519,0.0,1.922,2161.0,225.0,5547.0,3122000000000.0,2.383e-06,Luanda_Angola
13.738,-8.209,40961.0,2024-11-10 17:10:00,0.1549,0.043,0.0,1.823,2998.0,253.0,5659.0,3024000000000.0,2.882e-06,Luanda_Angola
13.69,-8.211,40978.0,2024-11-10 17:20:00,0.1367,0.0445,0.0,2.001,3846.0,279.0,5768.0,2936000000000.0,3.153e-06,Luanda_Angola
13.642,-8.212,40978.0,2024-11-10 17:30:00,0.1192,0.0382,0.0,1.738,4684.0,303.0,5876.0,2856000000000.0,3.217e-06,Luanda_Angola
13.593,-8.214,40965.0,2024-11-10 17:40:00,0.1022,0.0265,0.0,1.206,5526.0,325.0,5978.0,2787000000000.0,3.07e-06,Luanda_Angola
13.545,-8.215,40938.0,2024-11-10 17:50:00,0.0855,0.017,0.0,0.698,6395.0,346.0,6072.0,2728000000000.0,2.559e-06,Luanda_Angola
13.921,-8.176,40863.0,2024-11-10 16:40:00,0.2167,0.1331,-7.885,3.826,425.0,141.0,5266.0,3193000000000.0,1.689e-06,Luanda_Angola
13.874,-8.177,40896.0,2024-11-10 16:50:00,0.1968,0.0466,-5.509,1.326,1152.0,181.0,5370.0,3032000000000.0,1.694e-06,Luanda_Angola
13.827,-8.178,40928.0,2024-11-10 17:00:00,0.179,0.0304,0.0,0.977,1905.0,214.0,5476.0,2927000000000.0,2.005e-06,Luanda_Angola
13.779,-8.179,40955.0,2024-11-10 17:10:00,0.1593,0.039,0.0,1.437,2701.0,242.0,5585.0,2837000000000.0,2.417e-06,Luanda_Angola
13.732,-8.18,40971.0,2024-11-10 17:20:00,0.1404,0.0314,0.0,1.24,3517.0,268.0,5689.0,2759000000000.0,2.664e-06,Luanda_Angola
13.684,-8.18,40971.0,2024-11-10 17:30:00,0.1228,0.0248,0.0,0.979,4341.0,292.0,5791.0,2689000000000.0,2.679e-06,Luanda_Angola
13.636,-8.181,40961.0,2024-11-10 17:40:00,0.1055,0.0179,0.0,0.662,5165.0,314.0,5890.0,2626000000000.0,2.364e-06,Luanda_Angola
13.96,-8.149,40853.0,2024-11-10 16:40:00,0.2219,0.2326,-10.367,6.505,258.0,125.0,5199.0,3414000000000.0,1.656e-06,Luanda_Angola
13.914,-8.15,40886.0,2024-11-10 16:50:00,0.2014,0.0522,-5.682,1.345,954.0,169.0,5300.0,3206000000000.0,1.512e-06,Luanda_Angola
13.867,-8.15,40919.0,2024-11-10 17:00:00,0.183,0.0309,0.0,0.81,1673.0,203.0,5403.0,3091000000000.0,1.577e-06,Luanda_Angola
13.821,-8.15,40948.0,2024-11-10 17:10:00,0.1635,0.022,0.0,0.641,2430.0,232.0,5509.0,2998000000000.0,1.821e-06,Luanda_Angola
13.773,-8.149,40965.0,2024-11-10 17:20:00,0.1443,0.0172,0.0,0.527,3203.0,258.0,5612.0,2917000000000.0,1.959e-06,Luanda_Angola
13.726,-8.149,40968.0,2024-11-10 17:30:00,0.1259,0.0127,0.0,0.368,3997.0,282.0,5711.0,2846000000000.0,1.839e-06,Luanda_Angola
13.678,-8.148,40961.0,2024-11-10 17:40:00,0.1084,0.0028,0.0,0.035,4054.0,303.0,0.0,2829000000000.0,6.93e-07,Luanda_Angola
14.0,-8.124,40840.0,2024-11-10 16:40:00,0.2264,0.6709,-13.125,16.484,109.0,107.0,0.0,4772000000000.0,1.501e-06,Luanda_Angola
13.954,-8.124,40876.0,2024-11-10 16:50:00,0.2054,0.079,-6.922,1.952,643.0,156.0,5235.0,3664000000000.0,1.446e-06,Luanda_Angola
13.908,-8.123,40909.0,2024-11-10 17:00:00,0.1865,0.0191,0.0,0.398,1350.0,192.0,5335.0,3518000000000.0,1.216e-06,Luanda_Angola
13.861,-8.121,40938.0,2024-11-10 17:10:00,0.1672,0.0082,0.0,0.15,2084.0,222.0,5437.0,3411000000000.0,1.073e-06,Luanda_Angola
13.815,-8.119,40955.0,2024-11-10 17:20:00,0.1481,0.0067,0.0,0.088,2157.0,248.0,0.0,3381000000000.0,7.54e-07,Luanda_Angola
13.994,-8.098,40866.0,2024-11-10 16:50:00,0.2088,0.1146,-7.76,2.948,446.0,142.0,5176.0,3230000000000.0,1.525e-06,Luanda_Angola
13.948,-8.096,40899.0,2024-11-10 17:00:00,0.1896,0.0122,0.0,0.206,1130.0,180.0,5273.0,3082000000000.0,9.63e-07,Luanda_Angola
14.033,-8.072,40853.0,2024-11-10 16:50:00,0.2134,0.1971,-8.435,4.961,278.0,127.0,5113.0,3446000000000.0,1.529e-06,Luanda_Angola
13.988,-8.069,40886.0,2024-11-10 17:00:00,0.1922,0.0069,0.0,0.06,914.0,169.0,5210.0,3259000000000.0,4.78e-07,Luanda_Angola
14.073,-8.048,40843.0,2024-11-10 16:50:00,0.2176,0.4813,-8.53,10.831,128.0,111.0,0.0,4723000000000.0,1.417e-06,Luanda_Angola
14.028,-8.044,40876.0,2024-11-10 17:00:00,0.1959,0.0273,0.0,0.362,620.0,157.0,5151.0,3946000000000.0,7.57e-07,Luanda_Angola
14.067,-8.019,40866.0,2024-11-10 17:00:00,0.1998,0.0385,0.0,0.702,447.0,144.0,5090.0,3264000000000.0,1.098e-06,Luanda_Angola
14.106,-7.995,40853.0,2024-11-10 17:00:00,0.2093,0.1062,0.0,2.153,290.0,130.0,5026.0,3474000000000.0,1.276e-06,Luanda_Angola
14.145,-7.971,40843.0,2024-11-10 17:00:00,0.2501,0.3119,0.0,6.107,143.0,114.0,0.0,4677000000000.0,1.3e-06,Luanda_Angola
14.18,-7.918,40850.0,2024-11-10 17:10:00,0.3191,0.0743,0.0,1.243,293.0,132.0,4934.0,3525000000000.0,1.16e-06,Luanda_Angola
14.218,-7.895,40843.0,2024-11-10 17:10:00,0.3829,0.3075,0.0,5.845,164.0,117.0,4882.0,3750000000000.0,1.43e-06,Luanda_Angola
14.257,-7.873,40837.0,2024-11-10 17:10:00,0.449,2.2745,0.0,35.471,34.0,100.0,0.0,4905000000000.0,1.516e-06,Luanda_Angola
14.215,-7.863,40856.0,2024-11-10 17:20:00,0.3795,0.0028,0.0,0.011,411.0,149.0,4900.0,3468000000000.0,2.77e-07,Luanda_Angola
14.253,-7.84,40846.0,2024-11-10 17:20:00,0.4433,0.0956,0.0,1.486,270.0,136.0,4868.0,3566000000000.0,1.212e-06,Luanda_Angola
14.291,-7.818,40843.0,2024-11-10 17:20:00,0.4647,0.327,0.0,5.587,158.0,121.0,4839.0,3770000000000.0,1.439e-06,Luanda_Angola
14.329,-7.796,40837.0,2024-11-10 17:20:00,0.48,1.0137,0.0,15.862,69.0,104.0,0.0,4873000000000.0,1.465e-06,Luanda_Angola
14.287,-7.784,40846.0,2024-11-10 17:30:00,0.4326,0.0546,0.0,0.549,308.0,152.0,4855.0,3810000000000.0,8.11e-07,Luanda_Angola
14.326,-7.762,40843.0,2024-11-10 17:30:00,0.4421,0.1385,0.0,1.989,214.0,139.0,4826.0,3588000000000.0,1.254e-06,Luanda_Angola
14.364,-7.741,40840.0,2024-11-10 17:30:00,0.4286,0.3561,0.0,5.419,138.0,124.0,4807.0,3771000000000.0,1.415e-06,Luanda_Angola
14.402,-7.72,40837.0,2024-11-10 17:30:00,0.3911,0.7293,0.0,10.448,86.0,108.0,0.0,4818000000000.0,1.413e-06,Luanda_Angola
14.397,-7.684,40837.0,2024-11-10 17:40:00,0.2957,0.1116,0.0,1.466,166.0,141.0,4805.0,3573000000000.0,1.089e-06,Luanda_Angola
14.436,-7.663,40837.0,2024-11-10 17:40:00,0.271,0.2676,0.0,3.96,129.0,127.0,4807.0,3723000000000.0,1.29e-06,Luanda_Angola
14.474,-7.643,40837.0,2024-11-10 17:40:00,0.2481,0.4717,0.0,6.876,102.0,111.0,0.0,4748000000000.0,1.319e-06,Luanda_Angola
14.468,-7.606,40830.0,2024-11-10 17:50:00,0.1884,0.0278,0.0,0.169,200.0,143.0,4797.0,3532000000000.0,4.45e-07,Luanda_Angola
14.507,-7.586,40833.0,2024-11-10 17:50:00,0.1756,0.1231,0.0,1.742,167.0,129.0,4824.0,3664000000000.0,1.125e-06,Luanda_Angola
14.546,-7.566,40833.0,2024-11-10 17:50:00,0.1657,0.3152,0.0,4.777,122.0,114.0,0.0,4696000000000.0,1.252e-06,Luanda_Angola
14.578,-7.508,40830.0,2024-11-10 18:00:00,0.133,0.066,0.0,0.936,256.0,131.0,4865.0,3586000000000.0,1.031e-06,Luanda_Angola
14.618,-7.489,40833.0,2024-11-10 18:00:00,0.1305,0.2771,0.0,5.021,167.0,117.0,4887.0,3738000000000.0,1.394e-06,Luanda_Angola
14.658,-7.47,40837.0,2024-11-10 18:00:00,0.1285,1.5326,0.0,25.665,48.0,100.0,0.0,4883000000000.0,1.491e-06,Luanda_Angola
14.649,-7.43,40827.0,2024-11-10 18:10:00,0.1147,0.0517,0.0,0.866,367.0,134.0,4907.0,3503000000000.0,1.109e-06,Luanda_Angola
14.689,-7.411,40833.0,2024-11-10 18:10:00,0.1129,0.2142,0.0,4.439,235.0,119.0,4912.0,3679000000000.0,1.439e-06,Luanda_Angola
14.73,-7.393,40837.0,2024-11-10 18:10:00,0.1111,0.7509,0.0,14.96,93.0,103.0,0.0,4851000000000.0,1.468e-06,Luanda_Angola
14.72,-7.351,40823.0,2024-11-10 18:20:00,0.0976,0.0686,0.0,1.455,489.0,136.0,4925.0,3433000000000.0,1.308e-06,Luanda_Angola
14.761,-7.334,40830.0,2024-11-10 18:20:00,0.0965,0.1842,0.0,4.448,317.0,122.0,4913.0,3633000000000.0,1.54e-06,Luanda_Angola
14.802,-7.316,40837.0,2024-11-10 18:20:00,0.0966,0.5616,0.0,12.777,132.0,107.0,0.0,4810000000000.0,1.508e-06,Luanda_Angola
14.751,-7.291,40814.0,2024-11-10 18:30:00,0.0826,0.0328,0.0,0.7,822.0,151.0,4918.0,3935000000000.0,1.194e-06,Luanda_Angola
14.792,-7.274,40820.0,2024-11-10 18:30:00,0.0823,0.0918,0.0,2.501,625.0,139.0,4910.0,3382000000000.0,1.594e-06,Luanda_Angola
14.833,-7.256,40827.0,2024-11-10 18:30:00,0.0817,0.1517,0.0,4.362,420.0,126.0,4901.0,3587000000000.0,1.712e-06,Luanda_Angola
14.783,-7.23,40801.0,2024-11-10 18:40:00,0.0681,0.0343,0.0,0.88,1399.0,165.0,4924.0,3438000000000.0,1.448e-06,Luanda_Angola
14.874,-7.239,40833.0,2024-11-10 18:30:00,0.0808,0.4815,0.0,12.742,171.0,110.0,0.0,4758000000000.0,1.623e-06,Luanda_Angola
14.824,-7.213,40810.0,2024-11-10 18:40:00,0.0673,0.0719,0.0,2.14,1022.0,155.0,4915.0,4130000000000.0,1.729e-06,Luanda_Angola
14.774,-7.186,40771.0,2024-11-10 18:50:00,0.0537,0.0275,0.0,0.727,2099.0,189.0,4950.0,4007000000000.0,1.466e-06,Luanda_Angola
14.865,-7.196,40820.0,2024-11-10 18:40:00,0.0665,0.0867,0.0,2.953,788.0,143.0,4901.0,3316000000000.0,2.035e-06,Luanda_Angola
14.815,-7.169,40784.0,2024-11-10 18:50:00,0.0532,0.0417,0.0,1.514,1898.0,179.0,4931.0,3193000000000.0,2.146e-06,Luanda_Angola
14.765,-7.141,40738.0,2024-11-10 19:00:00,0.0394,0.0192,0.0,0.66,3071.0,209.0,4971.0,3113000000000.0,1.964e-06,Luanda_Angola
14.906,-7.178,40827.0,2024-11-10 18:40:00,0.0659,0.1346,0.0,4.549,538.0,129.0,4873.0,3549000000000.0,2.029e-06,Luanda_Angola
14.856,-7.151,40797.0,2024-11-10 18:50:00,0.0527,0.0761,0.0,3.04,1676.0,169.0,4898.0,3387000000000.0,2.435e-06,Luanda_Angola
14.807,-7.123,40755.0,2024-11-10 19:00:00,0.0393,0.0456,0.0,1.963,2890.0,201.0,4932.0,3290000000000.0,2.618e-06,Luanda_Angola
14.757,-7.095,40699.0,2024-11-10 19:10:00,0.0309,0.029,0.0,1.2,4174.0,229.0,4978.0,3214000000000.0,2.436e-06,Luanda_Angola
14.946,-7.161,40833.0,2024-11-10 18:40:00,0.0652,0.4023,0.0,11.969,208.0,114.0,0.0,4700000000000.0,1.808e-06,Luanda_Angola
14.897,-7.134,40807.0,2024-11-10 18:50:00,0.0523,0.1109,0.0,4.216,1250.0,159.0,4870.0,4319000000000.0,2.295e-06,Luanda_Angola
14.848,-7.106,40768.0,2024-11-10 19:00:00,0.0392,0.0664,0.0,2.929,2520.0,193.0,4903.0,4173000000000.0,2.71e-06,Luanda_Angola
14.799,-7.077,40719.0,2024-11-10 19:10:00,0.031,0.0435,0.0,2.023,3870.0,222.0,4945.0,4061000000000.0,2.84e-06,Luanda_Angola
14.75,-7.048,40656.0,2024-11-10 19:20:00,0.0225,0.0298,0.0,1.284,5256.0,248.0,4993.0,3970000000000.0,2.522e-06,Luanda_Angola
14.937,-7.117,40817.0,2024-11-10 18:50:00,0.0519,0.1275,0.0,5.12,978.0,146.0,4877.0,3248000000000.0,2.465e-06,Luanda_Angola
14.889,-7.089,40784.0,2024-11-10 19:00:00,0.0391,0.0755,0.0,3.694,2296.0,183.0,4904.0,3117000000000.0,3.114e-06,Luanda_Angola
14.84,-7.06,40735.0,2024-11-10 19:10:00,0.0311,0.058,0.0,3.117,3701.0,214.0,4941.0,3023000000000.0,3.472e-06,Luanda_Angola
14.792,-7.03,40676.0,2024-11-10 19:20:00,0.0229,0.0404,0.0,2.185,5151.0,241.0,4987.0,2948000000000.0,3.425e-06,Luanda_Angola
14.744,-7.0,40607.0,2024-11-10 19:30:00,0.0148,0.018,0.0,0.866,6634.0,266.0,5040.0,2884000000000.0,2.843e-06,Luanda_Angola
14.978,-7.1,40827.0,2024-11-10 18:50:00,0.0516,0.1608,0.0,6.057,685.0,133.0,4840.0,3497000000000.0,2.282e-06,Luanda_Angola
14.929,-7.072,40794.0,2024-11-10 19:00:00,0.0391,0.0852,0.0,4.122,2030.0,172.0,4901.0,3306000000000.0,3.067e-06,Luanda_Angola
14.881,-7.042,40751.0,2024-11-10 19:10:00,0.0312,0.0652,0.0,3.593,3490.0,205.0,4937.0,3196000000000.0,3.6e-06,Luanda_Angola
14.833,-7.012,40696.0,2024-11-10 19:20:00,0.0233,0.0467,0.0,2.703,5010.0,234.0,4978.0,3110000000000.0,3.784e-06,Luanda_Angola
14.786,-6.982,40627.0,2024-11-10 19:30:00,0.0166,0.0329,0.0,1.839,6568.0,259.0,5029.0,3036000000000.0,3.524e-06,Luanda_Angola
14.739,-6.95,40548.0,2024-11-10 19:40:00,0.0122,0.0109,0.0,0.44,8115.0,283.0,5099.0,2966000000000.0,2.25e-06,Luanda_Angola
15.019,-7.084,40833.0,2024-11-10 18:50:00,0.0511,0.2037,0.0,6.982,387.0,118.0,4786.0,3802000000000.0,2.04e-06,Luanda_Angola
14.97,-7.055,40807.0,2024-11-10 19:00:00,0.0392,0.0889,0.0,4.148,1739.0,161.0,4887.0,3523000000000.0,2.917e-06,Luanda_Angola
14.922,-7.025,40768.0,2024-11-10 19:10:00,0.0314,0.0742,0.0,4.078,3244.0,195.0,4940.0,3380000000000.0,3.59e-06,Luanda_Angola
