longitude,latitude,altitude,time,tau_cirrus,tau_contrail,rf_sw,rf_lw,width,depth,segment_length,n_ice_per_m,r_ice_vol,location
2.685,49.055,34554.0,2024-11-10 16:00:00,0.0,0.0263,-7.645,0.471,1214.0,143.0,4122.0,7181000000000.0,8.48e-07,Paris_France
2.66,49.129,35046.0,2024-11-10 15:50:00,0.0,0.3104,-13.331,8.497,289.0,108.0,4184.0,7308000000000.0,1.39e-06,Paris_France
2.671,49.166,35525.0,2024-11-10 15:50:00,0.0,0.8518,-14.605,20.824,100.0,98.0,0.0,9195000000000.0,1.29e-06,Paris_France
2.715,49.124,35512.0,2024-11-10 16:00:00,0.0,0.0816,-13.642,1.347,401.0,123.0,4016.0,7561000000000.0,7.69e-07,Paris_France
2.725,49.159,35991.0,2024-11-10 16:00:00,0.0,0.0832,-13.56,1.18,254.0,115.0,4340.0,5735000000000.0,6.51e-07,Paris_France
2.735,49.198,36470.0,2024-11-10 16:00:00,0.0,0.1256,-14.65,2.173,195.0,107.0,4505.0,5545000000000.0,8.08e-07,Paris_France
2.747,49.238,36946.0,2024-11-10 16:00:00,0.0,0.2239,-15.199,3.652,143.0,100.0,0.0,7458000000000.0,7.6e-07,Paris_France
2.824,49.31,38366.0,2024-11-10 16:10:00,0.0,0.96,0.0,22.414,48.0,102.0,0.0,6040000000000.0,1.231e-06,Paris_France
2.98,49.454,38839.0,2024-11-10 16:30:00,0.0,0.006,0.0,0.031,106.0,104.0,4638.0,3769000000000.0,2.29e-07,Paris_France
2.995,49.494,38842.0,2024-11-10 16:30:00,0.0,0.6656,0.0,15.274,54.0,97.0,0.0,5434000000000.0,1.18e-06,Paris_France
3.072,49.567,38842.0,2024-11-10 16:40:00,0.0,0.3027,0.0,5.221,78.0,98.0,0.0,5345000000000.0,8.27e-07,Paris_France
3.32,49.824,38845.0,2024-11-10 17:10:00,0.0,1.8612,0.0,42.219,33.0,94.0,0.0,5300000000000.0,1.365e-06,Paris_France
3.398,49.896,38845.0,2024-11-10 17:20:00,0.0,0.3223,0.0,6.161,73.0,96.0,0.0,5238000000000.0,9.39e-07,Paris_France
3.723,50.225,38848.0,2024-11-10 18:00:00,0.0,0.8469,0.0,18.995,49.0,93.0,0.0,5203000000000.0,1.239e-06,Paris_France
3.801,50.297,38848.0,2024-11-10 18:10:00,0.0,0.1346,0.0,1.433,87.0,94.0,0.0,5068000000000.0,5.15e-07,Paris_France
4.125,50.626,38852.0,2024-11-10 18:50:00,0.0,0.3654,0.0,7.383,64.0,90.0,0.0,4640000000000.0,1.076e-06,Paris_France
4.431,50.88,36791.0,2024-11-10 19:30:00,0.0,0.7084,0.0,17.701,38.0,107.0,4461.0,1974000000000.0,1.436e-06,Paris_France
-3.459,40.596,33625.0,2024-11-10 15:40:00,0.0,0.136,-7.828,1.647,125.0,106.0,6197.0,4479000000000.0,6.67e-07,Madrid_Spain
-3.462,40.651,34111.0,2024-11-10 15:40:00,0.0,0.5382,-20.625,9.404,73.0,95.0,0.0,8380000000000.0,1.024e-06,Madrid_Spain
-2.736,41.384,38848.0,2024-11-10 17:10:00,0.0,0.9721,0.0,21.588,37.0,92.0,0.0,3975000000000.0,1.281e-06,Madrid_Spain
-2.334,41.784,38855.0,2024-11-10 18:00:00,0.0,0.295,0.0,5.062,58.0,90.0,0.0,3825000000000.0,9.65e-07,Madrid_Spain
-1.933,42.185,38858.0,2024-11-10 18:50:00,0.0,0.2866,0.0,4.582,70.0,86.0,0.0,4512000000000.0,8.39e-07,Madrid_Spain
-1.623,42.471,32690.0,2024-11-10 19:40:00,0.0006,0.047,0.0,0.858,209.0,137.0,0.0,2201000000000.0,9.47e-07,Madrid_Spain
12.733,42.142,34104.0,2024-11-10 15:40:00,0.0,0.7003,-16.815,15.575,73.0,100.0,0.0,10624000000000.0,1.044e-06,Rome_Italy
12.757,42.2,35056.0,2024-11-10 15:50:00,0.0,0.4189,0.0,10.637,103.0,117.0,4346.0,7394000000000.0,1.138e-06,Rome_Italy
12.803,42.219,35525.0,2024-11-10 15:50:00,0.0,0.7019,0.0,18.155,85.0,102.0,0.0,9097000000000.0,1.18e-06,Rome_Italy
12.877,42.294,36946.0,2024-11-10 16:00:00,0.0,0.171,0.0,3.641,192.0,102.0,0.0,7398000000000.0,8.68e-07,Rome_Italy
13.134,42.543,38842.0,2024-11-10 16:30:00,0.0,0.4429,0.0,12.579,105.0,97.0,0.0,5975000000000.0,1.236e-06,Rome_Italy
13.206,42.618,38842.0,2024-11-10 16:40:00,0.0,0.2216,0.0,5.82,143.0,99.0,0.0,5853000000000.0,1.11e-06,Rome_Italy
13.277,42.694,38845.0,2024-11-10 16:50:00,0.0,0.1608,0.0,3.964,168.0,100.0,0.0,5733000000000.0,1.031e-06,Rome_Italy
13.347,42.769,38845.0,2024-11-10 17:00:00,0.0,0.1336,0.0,3.126,189.0,102.0,0.0,5611000000000.0,9.69e-07,Rome_Italy
13.418,42.845,38845.0,2024-11-10 17:10:00,0.0,0.1434,0.0,4.239,239.0,103.0,4667.0,4081000000000.0,1.258e-06,Rome_Italy
13.463,42.87,38845.0,2024-11-10 17:10:00,0.0,2.1879,0.0,59.458,39.0,95.0,0.0,5871000000000.0,1.472e-06,Rome_Italy
13.487,42.92,38845.0,2024-11-10 17:20:00,0.0,0.1329,0.0,3.94,246.0,105.0,4731.0,3947000000000.0,1.254e-06,Rome_Italy
13.534,42.945,38845.0,2024-11-10 17:20:00,0.0,0.6895,0.0,20.829,95.0,96.0,0.0,5744000000000.0,1.36e-06,Rome_Italy
13.51,42.97,38842.0,2024-11-10 17:30:00,0.0,0.0257,0.0,0.365,391.0,114.0,4749.0,3642000000000.0,5.55e-07,Rome_Italy
13.557,42.995,38842.0,2024-11-10 17:30:00,0.0,0.1549,0.0,4.777,232.0,106.0,4800.0,3824000000000.0,1.295e-06,Rome_Italy
13.605,43.021,38845.0,2024-11-10 17:30:00,0.0,0.4844,0.0,14.801,117.0,98.0,0.0,5625000000000.0,1.317e-06,Rome_Italy
13.579,43.044,38835.0,2024-11-10 17:40:00,0.0,0.0478,0.0,1.136,332.0,116.0,4820.0,3554000000000.0,9.47e-07,Rome_Italy
13.627,43.069,38839.0,2024-11-10 17:40:00,0.0,0.207,0.0,6.755,206.0,108.0,4863.0,3723000000000.0,1.363e-06,Rome_Italy
13.675,43.096,38842.0,2024-11-10 17:40:00,0.0,0.4461,0.0,13.888,123.0,100.0,0.0,5524000000000.0,1.312e-06,Rome_Italy
13.648,43.117,38829.0,2024-11-10 17:50:00,0.0,0.0849,0.0,2.495,270.0,118.0,4880.0,3490000000000.0,1.18e-06,Rome_Italy
13.697,43.144,38832.0,2024-11-10 17:50:00,0.0,0.2918,0.0,10.084,172.0,110.0,4918.0,3643000000000.0,1.443e-06,Rome_Italy
13.745,43.17,38839.0,2024-11-10 17:50:00,0.0,0.4957,0.0,15.86,116.0,102.0,0.0,5443000000000.0,1.335e-06,Rome_Italy
13.719,43.191,38822.0,2024-11-10 18:00:00,0.0,0.1801,0.0,6.013,214.0,120.0,4932.0,3441000000000.0,1.354e-06,Rome_Italy
13.767,43.218,38829.0,2024-11-10 18:00:00,0.0,0.3956,0.0,14.35,143.0,113.0,4948.0,3592000000000.0,1.52e-06,Rome_Italy
13.816,43.245,38835.0,2024-11-10 18:00:00,0.0,0.7789,0.0,28.672,83.0,104.0,4951.0,3757000000000.0,1.622e-06,Rome_Italy
13.742,43.238,38809.0,2024-11-10 18:10:00,0.0,0.0341,0.0,0.528,305.0,130.0,4901.0,3564000000000.0,5.71e-07,Rome_Italy
13.864,43.272,38845.0,2024-11-10 18:00:00,0.0,2.4464,0.0,71.254,35.0,95.0,0.0,5626000000000.0,1.498e-06,Rome_Italy
13.79,43.264,38816.0,2024-11-10 18:10:00,0.0,0.2776,0.0,9.736,174.0,123.0,4956.0,3615000000000.0,1.427e-06,Rome_Italy
13.839,43.291,38825.0,2024-11-10 18:10:00,0.0,0.5183,0.0,19.403,115.0,115.0,4961.0,3556000000000.0,1.581e-06,Rome_Italy
13.887,43.319,38835.0,2024-11-10 18:10:00,0.0,0.9178,0.0,34.135,71.0,107.0,4960.0,3711000000000.0,1.65e-06,Rome_Italy
13.815,43.31,38806.0,2024-11-10 18:20:00,0.0,0.0825,0.0,2.405,238.0,132.0,4916.0,3531000000000.0,1.12e-06,Rome_Italy
13.935,43.347,38842.0,2024-11-10 18:10:00,0.0,1.8401,0.0,57.577,45.0,98.0,0.0,5561000000000.0,1.486e-06,Rome_Italy
13.863,43.337,38816.0,2024-11-10 18:20:00,0.0,0.3922,0.0,13.835,138.0,125.0,4948.0,3992000000000.0,1.435e-06,Rome_Italy
13.911,43.365,38822.0,2024-11-10 18:20:00,0.0,0.6841,0.0,25.953,89.0,118.0,4960.0,3529000000000.0,1.621e-06,Rome_Italy
13.84,43.356,38796.0,2024-11-10 18:30:00,0.0,0.0807,0.0,2.318,222.0,141.0,4917.0,3418000000000.0,1.094e-06,Rome_Italy
13.959,43.393,38832.0,2024-11-10 18:20:00,0.0,1.0287,0.0,38.43,63.0,109.0,4959.0,3674000000000.0,1.66e-06,Rome_Italy
13.888,43.383,38806.0,2024-11-10 18:30:00,0.0,0.2037,0.0,6.86,174.0,135.0,4921.0,3509000000000.0,1.318e-06,Rome_Italy
14.006,43.421,38842.0,2024-11-10 18:20:00,0.0,1.5441,0.0,50.269,52.0,100.0,0.0,5503000000000.0,1.476e-06,Rome_Italy
13.936,43.41,38816.0,2024-11-10 18:30:00,0.0,0.4363,0.0,15.106,121.0,128.0,4950.0,4324000000000.0,1.389e-06,Rome_Italy
13.866,43.4,38789.0,2024-11-10 18:40:00,0.0,0.0921,0.0,2.272,206.0,150.0,4907.0,4264000000000.0,9.21e-07,Rome_Italy
13.983,43.438,38822.0,2024-11-10 18:30:00,0.0,0.7813,0.0,29.832,78.0,120.0,4955.0,3502000000000.0,1.632e-06,Rome_Italy
13.914,43.427,38796.0,2024-11-10 18:40:00,0.0,0.2076,0.0,6.924,156.0,144.0,4923.0,3396000000000.0,1.298e-06,Rome_Italy
14.031,43.466,38832.0,2024-11-10 18:30:00,0.0,1.123,0.0,42.099,57.0,112.0,4950.0,3651000000000.0,1.67e-06,Rome_Italy
13.962,43.455,38806.0,2024-11-10 18:40:00,0.0,0.3248,0.0,11.467,133.0,138.0,4924.0,3478000000000.0,1.396e-06,Rome_Italy
13.894,43.444,38783.0,2024-11-10 18:50:00,0.0,0.0914,0.0,2.465,175.0,159.0,4882.0,3455000000000.0,1.013e-06,Rome_Italy
14.077,43.495,38839.0,2024-11-10 18:30:00,0.0,1.5627,0.0,51.215,52.0,102.0,0.0,5457000000000.0,1.479e-06,Rome_Italy
14.01,43.482,38816.0,2024-11-10 18:40:00,0.0,0.5401,0.0,18.596,104.0,130.0,4927.0,4654000000000.0,1.382e-06,Rome_Italy
13.942,43.471,38793.0,2024-11-10 18:50:00,0.0,0.1651,0.0,4.789,146.0,153.0,4894.0,4584000000000.0,1.098e-06,Rome_Italy
13.874,43.461,38766.0,2024-11-10 19:00:00,0.0,0.1151,0.0,2.265,165.0,172.0,4848.0,4591000000000.0,7.2e-07,Rome_Italy
14.056,43.511,38825.0,2024-11-10 18:40:00,0.0,1.0047,0.0,38.146,61.0,122.0,4943.0,3491000000000.0,1.666e-06,Rome_Italy
13.989,43.498,38799.0,2024-11-10 18:50:00,0.0,0.4282,0.0,15.422,109.0,147.0,4906.0,3373000000000.0,1.444e-06,Rome_Italy
13.923,43.487,38776.0,2024-11-10 19:00:00,0.0,0.1555,0.0,4.735,134.0,168.0,4863.0,3354000000000.0,1.163e-06,Rome_Italy
14.103,43.54,38832.0,2024-11-10 18:40:00,0.0,1.4016,0.0,51.462,46.0,114.0,4945.0,3629000000000.0,1.694e-06,Rome_Italy
14.036,43.526,38809.0,2024-11-10 18:50:00,0.0,0.5659,0.0,20.953,95.0,140.0,4905.0,3442000000000.0,1.516e-06,Rome_Italy
13.97,43.514,38786.0,2024-11-10 19:00:00,0.0,0.1706,0.0,5.358,138.0,162.0,4861.0,3405000000000.0,1.198e-06,Rome_Italy
14.149,43.569,38839.0,2024-11-10 18:40:00,0.0,1.7561,0.0,56.691,46.0,105.0,0.0,5413000000000.0,1.489e-06,Rome_Italy
14.083,43.555,38816.0,2024-11-10 18:50:00,0.0,0.677,0.0,23.051,89.0,133.0,4911.0,4960000000000.0,1.384e-06,Rome_Italy
14.017,43.541,38796.0,2024-11-10 19:00:00,0.0,0.181,0.0,5.293,143.0,156.0,4864.0,4888000000000.0,1.101e-06,Rome_Italy
14.129,43.583,38825.0,2024-11-10 18:50:00,0.0,1.0966,0.0,41.565,56.0,125.0,4941.0,3468000000000.0,1.685e-06,Rome_Italy
14.064,43.569,38802.0,2024-11-10 19:00:00,0.0,0.2884,0.0,10.133,136.0,149.0,4891.0,3339000000000.0,1.373e-06,Rome_Italy
14.175,43.613,38832.0,2024-11-10 18:50:00,0.0,1.2149,0.0,45.499,52.0,116.0,4944.0,3595000000000.0,1.686e-06,Rome_Italy
14.11,43.597,38812.0,2024-11-10 19:00:00,0.0,0.288,0.0,10.192,143.0,142.0,4891.0,3429000000000.0,1.381e-06,Rome_Italy
14.22,43.643,38839.0,2024-11-10 18:50:00,0.0,1.5061,0.0,54.739,44.0,106.0,4967.0,3719000000000.0,1.694e-06,Rome_Italy
14.156,43.626,38819.0,2024-11-10 19:00:00,0.0,0.312,0.0,11.23,144.0,134.0,4908.0,3488000000000.0,1.411e-06,Rome_Italy
14.265,43.673,38845.0,2024-11-10 18:50:00,0.0,2.6288,0.0,78.016,33.0,96.0,0.0,5583000000000.0,1.503e-06,Rome_Italy
14.202,43.655,38829.0,2024-11-10 19:00:00,0.0,0.602,0.0,22.734,100.0,126.0,4948.0,3678000000000.0,1.553e-06,Rome_Italy
14.138,43.639,38806.0,2024-11-10 19:10:00,0.0,0.0596,0.0,1.19,248.0,150.0,4883.0,3598000000000.0,7.14e-07,Rome_Italy
14.247,43.686,38832.0,2024-11-10 19:00:00,0.0,0.7166,0.0,27.728,85.0,117.0,4971.0,3528000000000.0,1.626e-06,Rome_Italy
14.184,43.668,38812.0,2024-11-10 19:10:00,0.0,0.0618,0.0,1.544,246.0,143.0,4900.0,3420000000000.0,9.08e-07,Rome_Italy
14.292,43.716,38839.0,2024-11-10 19:00:00,0.0,0.9539,0.0,36.394,67.0,108.0,4996.0,3653000000000.0,1.654e-06,Rome_Italy
14.229,43.697,38822.0,2024-11-10 19:10:00,0.0,0.0733,0.0,2.12,237.0,135.0,4923.0,3494000000000.0,1.068e-06,Rome_Italy
14.337,43.747,38845.0,2024-11-10 19:00:00,0.0,1.5659,0.0,51.127,51.0,97.0,0.0,5524000000000.0,1.469e-06,Rome_Italy
14.274,43.727,38829.0,2024-11-10 19:10:00,0.0,0.2485,0.0,8.552,168.0,127.0,4971.0,4072000000000.0,1.324e-06,Rome_Italy
14.319,43.758,38835.0,2024-11-10 19:10:00,0.0,0.4491,0.0,17.27,125.0,118.0,5005.0,3451000000000.0,1.55e-06,Rome_Italy
14.364,43.789,38842.0,2024-11-10 19:10:00,0.0,0.6537,0.0,25.306,94.0,109.0,5033.0,3575000000000.0,1.61e-06,Rome_Italy
14.408,43.821,38845.0,2024-11-10 19:10:00,0.0,1.0192,0.0,34.474,72.0,99.0,0.0,5457000000000.0,1.428e-06,Rome_Italy
14.346,43.798,38835.0,2024-11-10 19:20:00,0.0,0.0872,0.0,2.463,242.0,128.0,4998.0,4416000000000.0,1.041e-06,Rome_Italy
14.391,43.83,38842.0,2024-11-10 19:20:00,0.0,0.2963,0.0,11.097,166.0,120.0,5041.0,3371000000000.0,1.472e-06,Rome_Italy
14.435,43.862,38845.0,2024-11-10 19:20:00,0.0,0.4707,0.0,18.179,123.0,110.0,5074.0,3493000000000.0,1.565e-06,Rome_Italy
14.48,43.894,38848.0,2024-11-10 19:20:00,0.0,0.6986,0.0,23.771,92.0,100.0,0.0,5384000000000.0,1.38e-06,Rome_Italy
14.419,43.869,38842.0,2024-11-10 19:30:00,0.0,0.0011,0.0,0.006,325.0,130.0,5030.0,4734000000000.0,1.87e-07,Rome_Italy
14.463,43.901,38845.0,2024-11-10 19:30:00,0.0,0.006,0.0,0.066,205.0,121.0,5279.0,1259000000000.0,3.79e-07,Rome_Italy
14.553,43.966,34751.0,2024-11-10 19:30:00,0.0,0.0966,0.0,2.718,184.0,99.0,0.0,2911000000000.0,1.157e-06,Rome_Italy
13.659,52.768,33136.0,2024-11-10 15:40:00,0.0,0.189,0.0,1.473,944.0,127.0,497.0,148111000000000.0,4.06e-07,Berlin_Germany
13.759,52.857,33120.0,2024-11-10 15:50:00,0.0,0.0062,0.0,0.019,771.0,157.0,599.0,121974000000000.0,1.56e-07,Berlin_Germany
13.653,52.765,33612.0,2024-11-10 15:40:00,0.0,0.8336,0.0,9.294,737.0,116.0,487.0,190241000000000.0,6.01e-07,Berlin_Germany
13.753,52.854,33589.0,2024-11-10 15:50:00,0.0,0.7525,0.0,8.152,633.0,147.0,584.0,156455000000000.0,5.83e-07,Berlin_Germany
13.855,52.943,33566.0,2024-11-10 16:00:00,0.0,0.078,0.0,0.427,677.0,173.0,0.0,155129000000000.0,2.78e-07,Berlin_Germany
13.648,52.762,34094.0,2024-11-10 15:40:00,0.0,11.5532,0.0,109.863,46.0,104.0,0.0,34938000000000.0,1.494e-06,Berlin_Germany
13.729,52.843,35512.0,2024-11-10 15:50:00,0.0,5.9291,0.0,91.504,93.0,106.0,0.0,36611000000000.0,1.493e-06,Berlin_Germany
13.81,52.922,36932.0,2024-11-10 16:00:00,0.0,2.9581,0.0,61.987,162.0,107.0,0.0,31826000000000.0,1.492e-06,Berlin_Germany
13.89,52.999,38360.0,2024-11-10 16:10:00,0.0,0.6527,0.0,16.451,214.0,108.0,0.0,12125000000000.0,1.366e-06,Berlin_Germany
13.971,53.076,38839.0,2024-11-10 16:20:00,0.0,0.2073,0.0,4.642,250.0,110.0,0.0,9130000000000.0,1.128e-06,Berlin_Germany
14.051,53.164,38835.0,2024-11-10 16:30:00,0.0,1.4818,0.0,37.953,112.0,103.0,0.0,10042000000000.0,1.568e-06,Berlin_Germany
14.132,53.243,38835.0,2024-11-10 16:40:00,0.0,0.824,0.0,21.396,164.0,105.0,0.0,9693000000000.0,1.448e-06,Berlin_Germany
14.213,53.321,38839.0,2024-11-10 16:50:00,0.0,0.4807,0.0,12.079,204.0,107.0,0.0,9398000000000.0,1.33e-06,Berlin_Germany
14.295,53.4,38839.0,2024-11-10 17:00:00,0.0,0.2623,0.0,6.153,240.0,109.0,0.0,9101000000000.0,1.197e-06,Berlin_Germany
14.373,53.488,38832.0,2024-11-10 17:10:00,0.0,3.8417,0.0,79.603,47.0,102.0,0.0,10183000000000.0,1.696e-06,Berlin_Germany
14.454,53.567,38835.0,2024-11-10 17:20:00,0.0,1.2075,0.0,31.319,132.0,104.0,0.0,9996000000000.0,1.531e-06,Berlin_Germany
14.536,53.646,38835.0,2024-11-10 17:30:00,0.0,0.6924,0.0,17.785,182.0,106.0,0.0,9787000000000.0,1.41e-06,Berlin_Germany
14.617,53.725,38835.0,2024-11-10 17:40:00,0.0,0.3953,0.0,9.694,222.0,107.0,0.0,9563000000000.0,1.286e-06,Berlin_Germany
14.699,53.804,38839.0,2024-11-10 17:50:00,0.0,0.2179,0.0,4.924,256.0,109.0,0.0,9370000000000.0,1.147e-06,Berlin_Germany
14.776,53.891,38832.0,2024-11-10 18:00:00,0.0,2.388,0.0,56.792,78.0,102.0,0.0,10685000000000.0,1.636e-06,Berlin_Germany
14.858,53.97,38835.0,2024-11-10 18:10:00,0.0,1.0441,0.0,27.123,149.0,104.0,0.0,10293000000000.0,1.494e-06,Berlin_Germany
14.94,54.049,38835.0,2024-11-10 18:20:00,0.0,0.5968,0.0,15.231,195.0,106.0,0.0,9931000000000.0,1.373e-06,Berlin_Germany
15.023,54.128,38835.0,2024-11-10 18:30:00,0.0,0.3289,0.0,7.942,233.0,108.0,0.0,9596000000000.0,1.242e-06,Berlin_Germany
15.105,54.207,38839.0,2024-11-10 18:40:00,0.0,0.1764,0.0,3.825,264.0,109.0,0.0,9220000000000.0,1.077e-06,Berlin_Germany
15.18,54.293,38835.0,2024-11-10 18:50:00,0.0,1.7596,0.0,44.644,98.0,103.0,0.0,10180000000000.0,1.596e-06,Berlin_Germany
15.263,54.373,38835.0,2024-11-10 19:00:00,0.0,0.8614,0.0,22.57,160.0,104.0,0.0,9791000000000.0,1.454e-06,Berlin_Germany
15.346,54.452,38835.0,2024-11-10 19:10:00,0.0,0.4803,0.0,12.178,203.0,106.0,0.0,9456000000000.0,1.325e-06,Berlin_Germany
15.429,54.531,38839.0,2024-11-10 19:20:00,0.0,0.2544,0.0,5.983,236.0,108.0,0.0,9114000000000.0,1.182e-06,Berlin_Germany
15.52,54.623,34731.0,2024-11-10 19:30:00,0.0,0.4277,0.0,9.273,161.0,111.0,0.0,9949000000000.0,1.197e-06,Berlin_Germany
15.644,54.726,32674.0,2024-11-10 19:40:00,0.0,0.8704,0.0,19.829,94.0,135.0,0.0,5663000000000.0,1.465e-06,Berlin_Germany
10.459,59.673,29849.0,2024-11-10 14:40:00,0.0015,1.1749,-6.434,25.879,247.0,123.0,1537.0,16087000000000.0,1.89e-06,Oslo_Norway
10.453,59.755,29875.0,2024-11-10 14:50:00,0.0026,1.0248,0.0,25.082,344.0,153.0,1566.0,14785000000000.0,2.125e-06,Oslo_Norway
10.447,59.835,29898.0,2024-11-10 15:00:00,0.0034,1.1049,0.0,28.856,444.0,179.0,1594.0,13731000000000.0,2.377e-06,Oslo_Norway
10.441,59.914,29921.0,2024-11-10 15:10:00,0.0038,0.9526,0.0,27.246,538.0,202.0,1624.0,12811000000000.0,2.623e-06,Oslo_Norway
10.434,59.991,29938.0,2024-11-10 15:20:00,0.0045,0.8114,0.0,25.199,619.0,223.0,1654.0,11985000000000.0,2.859e-06,Oslo_Norway
10.428,60.068,29951.0,2024-11-10 15:30:00,0.0048,0.8771,0.0,28.214,678.0,243.0,1684.0,11229000000000.0,3.076e-06,Oslo_Norway
10.421,60.143,29961.0,2024-11-10 15:40:00,0.0053,0.9652,0.0,31.75,721.0,262.0,1714.0,10537000000000.0,3.279e-06,Oslo_Norway
10.414,60.217,29967.0,2024-11-10 15:50:00,0.0061,0.9424,0.0,32.225,746.0,281.0,1745.0,9894000000000.0,3.468e-06,Oslo_Norway
10.407,60.29,29967.0,2024-11-10 16:00:00,0.0072,0.882,0.0,31.444,753.0,298.0,1775.0,9298000000000.0,3.641e-06,Oslo_Norway
10.401,60.361,29964.0,2024-11-10 16:10:00,0.0069,0.8793,0.0,32.093,752.0,316.0,1805.0,8743000000000.0,3.792e-06,Oslo_Norway
10.395,60.433,29954.0,2024-11-10 16:20:00,0.0068,0.9447,0.0,34.706,750.0,333.0,1833.0,8233000000000.0,3.941e-06,Oslo_Norway
10.39,60.503,29941.0,2024-11-10 16:30:00,0.0069,1.0311,0.0,37.938,752.0,350.0,1861.0,7733000000000.0,4.104e-06,Oslo_Norway
10.385,60.573,29921.0,2024-11-10 16:40:00,0.0062,1.0429,0.0,38.796,763.0,368.0,1888.0,7268000000000.0,4.27e-06,Oslo_Norway
10.381,60.643,29895.0,2024-11-10 16:50:00,0.0057,0.9622,0.0,36.987,791.0,386.0,1912.0,6841000000000.0,4.444e-06,Oslo_Norway
10.378,60.712,29869.0,2024-11-10 17:00:00,0.0054,0.8794,0.0,34.977,836.0,404.0,1936.0,6448000000000.0,4.627e-06,Oslo_Norway
10.376,60.78,29839.0,2024-11-10 17:10:00,0.0048,0.8669,0.0,35.058,900.0,422.0,1958.0,6088000000000.0,4.815e-06,Oslo_Norway
10.375,60.847,29813.0,2024-11-10 17:20:00,0.0042,0.8696,0.0,35.617,988.0,441.0,1978.0,5763000000000.0,5.014e-06,Oslo_Norway
10.375,60.914,29787.0,2024-11-10 17:30:00,0.0037,0.7936,0.0,33.678,1101.0,460.0,1996.0,5468000000000.0,5.231e-06,Oslo_Norway
10.377,60.98,29767.0,2024-11-10 17:40:00,0.0032,0.676,0.0,29.645,1244.0,479.0,2012.0,5196000000000.0,5.472e-06,Oslo_Norway
10.38,61.045,29751.0,2024-11-10 17:50:00,0.0029,0.6536,0.0,28.915,1419.0,499.0,2027.0,4944000000000.0,5.76e-06,Oslo_Norway
10.384,61.11,29738.0,2024-11-10 18:00:00,0.0026,0.63,0.0,28.183,1623.0,518.0,2040.0,4709000000000.0,6.095e-06,Oslo_Norway
10.389,61.173,29728.0,2024-11-10 18:10:00,0.0029,0.5574,0.0,25.663,1849.0,538.0,2053.0,4479000000000.0,6.5e-06,Oslo_Norway
10.396,61.237,29718.0,2024-11-10 18:20:00,0.0034,0.5789,0.0,26.651,2077.0,559.0,2068.0,4249000000000.0,6.957e-06,Oslo_Norway
10.403,61.299,29708.0,2024-11-10 18:30:00,0.0037,0.5384,0.0,25.346,2305.0,581.0,2084.0,4012000000000.0,7.464e-06,Oslo_Norway
10.411,61.362,29701.0,2024-11-10 18:40:00,0.004,0.5379,0.0,26.075,2526.0,604.0,2103.0,3770000000000.0,8.021e-06,Oslo_Norway
10.42,61.424,29695.0,2024-11-10 18:50:00,0.0044,0.5599,0.0,27.544,2736.0,629.0,2123.0,3520000000000.0,8.631e-06,Oslo_Norway
10.429,61.485,29685.0,2024-11-10 19:00:00,0.0049,0.5442,0.0,27.346,2927.0,655.0,2148.0,3264000000000.0,9.3e-06,Oslo_Norway
10.44,61.547,29672.0,2024-11-10 19:10:00,0.0057,0.5372,0.0,23.814,3095.0,684.0,2176.0,3003000000000.0,1.0027e-05,Oslo_Norway
10.45,61.608,29652.0,2024-11-10 19:20:00,0.007,0.5501,0.0,24.297,3214.0,716.0,2205.0,2744000000000.0,1.08e-05,Oslo_Norway
10.461,61.669,29626.0,2024-11-10 19:30:00,0.009,0.5719,0.0,24.88,3273.0,752.0,2238.0,2486000000000.0,1.1619e-05,Oslo_Norway
10.472,61.729,29593.0,2024-11-10 19:40:00,0.0117,0.5963,0.0,25.59,3269.0,792.0,2275.0,2235000000000.0,1.2484e-05,Oslo_Norway
10.483,61.79,29554.0,2024-11-10 19:50:00,0.016,0.622,0.0,26.412,3209.0,838.0,2318.0,1991000000000.0,1.3407e-05,Oslo_Norway
10.494,61.851,29501.0,2024-11-10 20:00:00,0.0223,0.6732,0.0,28.032,3106.0,891.0,2364.0,1761000000000.0,1.4417e-05,Oslo_Norway
10.505,61.911,29439.0,2024-11-10 20:10:00,0.0253,0.713,0.0,29.115,2980.0,952.0,2414.0,1546000000000.0,1.5508e-05,Oslo_Norway
10.516,61.972,29360.0,2024-11-10 20:20:00,0.0287,0.7494,0.0,29.928,2876.0,1026.0,2467.0,1350000000000.0,1.6715e-05,Oslo_Norway
10.526,62.033,29265.0,2024-11-10 20:30:00,0.0335,0.7604,0.0,29.925,2861.0,1113.0,2520.0,1174000000000.0,1.8009e-05,Oslo_Norway
10.537,62.093,29157.0,2024-11-10 20:40:00,0.0386,0.7297,0.0,29.177,2993.0,1215.0,2566.0,1022000000000.0,1.9341e-05,Oslo_Norway
10.547,62.154,29029.0,2024-11-10 20:50:00,0.0441,0.6659,0.0,27.339,3268.0,1328.0,2607.0,892000000000.0,2.0664e-05,Oslo_Norway
10.558,62.215,28885.0,2024-11-10 21:00:00,0.0496,0.5783,0.0,24.561,3726.0,1450.0,2645.0,783000000000.0,2.1954e-05,Oslo_Norway
10.569,62.276,28720.0,2024-11-10 21:10:00,0.0522,0.4367,0.0,19.475,4455.0,1500.0,0.0,691000000000.0,2.2197e-05,Oslo_Norway
